,index,Unnamed: 0,abstract,president
3401,1391,1391,Informal relationships between family members help explain the course of diplomacy between the White House and Turkey’s leader.,Trump
3402,1392,1392,"At a historic moment, viewers turn to MSNBC and Fox News, reflecting a sharp political divide.",Trump
3403,1393,1393,"Mr. Sanford, a former congressman and governor of South Carolina, ended his presidential campaign just two months after it began.",Trump
3404,1394,1394,"President Trump’s lawyer denounced the House investigation as an illegitimate exercise, and declared that the executive branch would not participate.",Trump
3405,1395,1395,Comparative politics didn’t used to be a best-selling topic that got people booked on cable news. That was before Trump.,Trump
3406,1396,1396,Supporters wore “Make America Great Again” hats while signs were posted in nearby building windows that read “impeach” and “convict.”,Trump
3407,1397,1397,2 days of public hearings. How did we get here? Allegations of bribery. And more.,Trump
3408,1398,1398,"The former Texas congressman, who is not accused of any wrongdoing, is referred to in an indictment of two Giuliani associates accused of illegally funneling foreign money to political candidates.",Trump
3409,1399,1399,"President Trump fixated on Ukraine as a solution to his political problems. In five months, his obsession upended American foreign policy and threatened his presidency. Here is how it happened.",Trump
3410,1400,1400,"Hours after two associates of the president’s personal lawyer were indicted on federal campaign finance charges, the House also subpoenaed them for depositions about their work in Ukraine.",Trump
3411,1401,1401,"Threatening, malicious, contemptuous of the law and public service: Trump to Ukraine is Trump in all departments.",Trump
3412,1402,1402,A U.S. Chamber of Commerce official said a limited deal that would prevent President Trump’s planned tariff increase this month and set rules around how China manages its currency could be announced.,Trump
3413,1403,1403,"Under the avalanche of endless Trump scandals, a superpower is losing its grip.",Trump
3414,1404,1404,"Assessed $2 million after admitting his foundation was his piggy bank, the president shows he always comes first.",Trump
3415,1405,1405,A veteran diplomat responded in real time to Twitter attacks by President Trump.,Trump
3416,1406,1406,"The Department of Housing and Urban Development, hoping to lower housing costs, will propose new rules that reverse Obama-era efforts to desegregate housing.",Trump
3417,1407,1407,The Trump administration is set to extend a license that will allow American companies to continue doing business with the Chinese telecom giant Huawei.,Trump
3418,1408,1408,"As Marie Yovanovitch, the former ambassador to Ukraine, testified on the second day of public impeachment hearings, something unexpected happened in the room.",Trump
3419,1409,1409,Marie L. Yovanovitch learned she was being recalled from Kiev after hosting a ceremony honoring a murdered young activist.,Trump
3420,1410,1410,Laura K. Cooper told impeachment investigators the White House began questioning the military aid after it came up at a meeting with President Trump.,Trump
3421,1411,1411,A mid-hearing Twitter attack from Mr. Trump made for a stunning second-screen moment.,Trump
3422,1412,1412,"Marie L. Yovanovitch, the former American ambassador to Ukraine, delivers her opening statement to the House Intelligence Committee as part of its impeachment inquiry of President Trump.",Trump
3423,1413,1413,"Tom Hanks. An Alison Roman Thanksgiving. A review of the third season of “The Crown.” Trump, Ukraine and impeachment. The SoftBank effect. And more.",Trump
3424,1414,1414,The ousted ambassador to Ukraine recounted how she became the target of a smear campaign by President Trump’s personal lawyer and the right-wing media.,Trump
3425,1415,1415,"Expectations for a limited deal grew, even as the Trump administration separately considered limiting China’s access to U.S. capital markets and imposing greater scrutiny on Chinese companies.",Trump
3426,1416,1416,Readers in the United States and abroad react to the first day of public hearings in the impeachment inquiry.,Trump
3427,1417,1417,"Marie L. Yovanovitch, former American ambassador to Ukraine, is testifying before the House Intelligence Committee.",Trump
3428,1418,1418,Deval Patrick’s opportunity — and his problem.,Trump
3429,1419,1419,The desire for politics to entertain was one of the things that gave us President Trump.,Trump
3430,1420,1420,Republicans’ impeachment strategy? Storytelling.,Trump
3431,1421,1421,"Officials are sounding alarms that clearing the way for Turkey to bomb the Kurds could have long-term repercussions, just as the desertion of allies did three decades ago.",Trump
3432,1422,1422,"The House’s impeachment inquiry, which burst into public view this week, will only pick up speed in the coming days.",Trump
3433,1423,1423,"Conservative allies of President Trump are borrowing from the Democrats’ 1998 playbook, claiming the inquiry is all a waste of time.",Trump
3434,1424,1424,Leaked emails from 2015 and 2016 show one of Trump’s top advisers trying to teach Breitbart editors a thing or two about white nationalism.,Trump
3435,1425,1425,Interviews and portraits from six swing states indicate that the impeachment inquiry is revealing gulfs and divisions that are already part of the fabric of American life.,Trump
3436,1426,1426,Explosive testimony. News media frenzies. A trial in the Senate. Here is how impeachment works — and how it has played out in the past.,Trump
3437,1427,1427,"After criticism that he was allowing a Turkish incursion into northern Syria, the president pivoted, saying he would prevent Turkey from going too far.",Trump
3438,1428,1428,Defense Secretary Mark Esper had urged Seoul to reconsider abandoning a military intelligence-sharing deal with Tokyo.,Trump
3439,1429,1429,"“You know, impeachment is like a family reunion,” Trevor Noah said on Thursday. “If it’s sexy, something has gone horribly wrong.”",Trump
3440,1430,1430,"The outreach may not expand the president’s meager support among African-Americans, but it appeared aimed at reassuring suburban white voters discomfited by his use of racist tropes.",Trump
3441,1431,1431,"A year after his brutal confirmation hearings, the justice returned to the spotlight before a friendly audience.",Trump
3442,1432,1432,"With no public hearings today, we’re looking at how the politics of impeachment are complicating races around the nation.",Trump
3443,1433,1433,The spectacle of an American president breaking trust with NATO allies as he tries to avoid impeachment is hard to grasp. When will it all end?,Trump
3444,1434,1434,"As the president’s old friend sought to learn about hacked Democratic emails from WikiLeaks in 2016, the two were in contact.",Trump
3445,1435,1435,A new batch of leaked emails illustrates the degree to which Mr. Miller used a think tank’s work to shape coverage at Breitbart News and policy at the White House.,Trump
