,abstract,president
1798,Democrats get serious about the next phase of inquiry.,Trump
1799,"As White House counsel, Don McGahn helped reshape the federal judiciary for a generation.",Trump
1800,On Wednesday the president’s mood went from angry to aggrieved to self-pitying as he fended off questions about a phone call with the Ukrainian president.,Trump
1801,"Monday’s surprise move by G.M., Toyota and other car makers to back President Trump in his fight with California over pollution rules followed calls from the White House.",Trump
1802,Members who have long resisted a formal floor vote are now solidly behind the idea. The change reflects Speaker Nancy Pelosi’s close hold over her caucus.,Trump
1803,"Former Vice President Joseph R. Biden Jr. accused President Trump of “squandering” the economy he inherited from the Obama administration, and promised to reverse Mr. Trump’s tax cuts.",Trump
1804,I’ve been out there organizing for 20 years. I have never seen this level of public activity by white supremacist groups.,Trump
1805,Marie Yovanovitch was forced out as ambassador after Trump allies called her disloyal. Others say she fell victim to the president’s efforts to hurt Joe Biden.,Trump
1806,And an army is blindly following.,Trump
1807,The president pressed Ukraine’s leader on potential investigations that could benefit him politically.,Trump
1808,The major question is whether President Trump used American foreign policy to try to damage a political rival.,Trump
1809,"He began giving out the award later in his presidency than his predecessors, but is doing so with increasing frequency.",Trump
1810,"The whistle-blower, a C.I.A. officer detailed to the White House at one point, first expressed his concerns anonymously to the agency’s top lawyer.",Trump
1811,"Evgeny A. Freidman, once known as New York’s Taxi King, cooperated in the federal investigation of Mr. Cohen.",Trump
1812,‘A great American patriot.’,Trump
1813,"“We’re building a wall in Colorado,” the president said on Wednesday. “We’re building a beautiful wall.” On Thursday, he said he had mentioned the state “kiddingly.”",Trump
1814,"In a tweet that was deleted, the umpire said he planned to buy a firearm because he believed the impeachment inquiry into President Trump could lead to a new American civil war.",Trump
1815,The impeachment inquiry is in some ways the culmination of a battle between the president and the government institutions he distrusted and disparaged.,Trump
1816,"A reconstructed transcript showed President Trump pressing Ukraine to investigate the Bidens, and a Justice Department memo added new details about a whistle-blower’s concerns.",Trump
1817,"And no matter what Trump thinks, the president does not embody the will of the people.",Trump
1818,A new radio show featuring Mr. Bannon and some Trump loyalists aims to add to the messaging in defense of the president.,Trump
1819,"Consumer spending remained solid, but business investment declined.",Trump
1820,Facebook said it removed three Russian-backed influence networks aimed at African countries. The activity by the networks suggested Russia’s approach was evolving.,Trump
1821,"The protocols surrounding the president’s conversations with foreign leaders have changed since Mr. Trump took office, prompted largely by a fear of leaks, according to those familiar with the process.",Trump
1822,"“He has a Purple Heart and he has a Harvard degree,” Jimmy Fallon said of Lt. Col. Alexander S. Vindman. “Or as Trump put it, ‘Psh, who are you going to believe: him or me?’”",Trump
1823,"Since the 2016 campaign, the president has had an intense fixation on the country, which he believes is tied up in the origins of the special counsel’s investigation.",Trump
1824,The New Jersey attorney general sent a letter to President Trump’s club in Colts Neck giving it 30 days to contest being stripped of its liquor license.,Trump
1825," After a number of days dominated by the findings of the Democratic-led investigation, Wednesday brought an unconventional Republican response. ",Trump
1826,The connection was made as two associates of Rudolph W. Giuliani pleaded not guilty in federal court in Manhattan.,Trump
1827,Officials who lead agencies in the department and echo the president’s language on immigration were initially thought to be ineligible under a federal law.,Trump
1828,"The financier Michael Milken is a major investor in a property that became eligible for a federal tax break — after his longtime friend, Steven Mnuchin, intervened.",Trump
